type,name,url,minority_url,thomas_id,senate_committee_id,wikipedia,house_committee_id,subcommittees__name,subcommittees__thomas_id,subcommittees__wikipedia,subcommittees__address,subcommittees__phone,address,phone,rss_url,minority_rss_url,jurisdiction,jurisdiction_source
house,House Committee on Appropriations,http://appropriations.house.gov/,http://democrats.appropriations.house.gov,HSAP,,,AP,Financial Services and General Government,23,,"2000 RHOB; Washington, DC 20515",(202) 225-7245,"H305 CAPITOL; Washington, DC 20515-6015",(202) 225-2771,http://appropriations.house.gov/news/rss.aspx,http://democrats.appropriations.house.gov/rss.xml,"The House Committee on Appropriations is responsible for legislation allocating federal funds prior to expenditure from the treasury. Appropriations are generally limited to the levels set by the Budget Resolution drafted by the House Committee on the Budget. The Committee is also responsible for supplemental spending bills, which are sometimes needed in the middle of a fiscal year to compensate for emergency expenses.",https://appropriations.house.gov/about/
house,House Committee on Appropriations,http://appropriations.house.gov/,http://democrats.appropriations.house.gov,HSAP,,,AP,Homeland Security,15,,"2006 RHOB; Washington, DC 20515",(202) 225-5834,"H305 CAPITOL; Washington, DC 20515-6015",(202) 225-2771,http://appropriations.house.gov/news/rss.aspx,http://democrats.appropriations.house.gov/rss.xml,"The House Committee on Appropriations is responsible for legislation allocating federal funds prior to expenditure from the treasury. Appropriations are generally limited to the levels set by the Budget Resolution drafted by the House Committee on the Budget. The Committee is also responsible for supplemental spending bills, which are sometimes needed in the middle of a fiscal year to compensate for emergency expenses.",https://appropriations.house.gov/about/
house,House Committee on Appropriations,http://appropriations.house.gov/,http://democrats.appropriations.house.gov,HSAP,,,AP,"Interior, Environment, and Related Agencies",06,,"2007 RHOB; Washington, DC 20515",(202) 225-3081,"H305 CAPITOL; Washington, DC 20515-6015",(202) 225-2771,http://appropriations.house.gov/news/rss.aspx,http://democrats.appropriations.house.gov/rss.xml,"The House Committee on Appropriations is responsible for legislation allocating federal funds prior to expenditure from the treasury. Appropriations are generally limited to the levels set by the Budget Resolution drafted by the House Committee on the Budget. The Committee is also responsible for supplemental spending bills, which are sometimes needed in the middle of a fiscal year to compensate for emergency expenses.",https://appropriations.house.gov/about/
house,House Committee on Appropriations,http://appropriations.house.gov/,http://democrats.appropriations.house.gov,HSAP,,,AP,"Labor, Health and Human Services, Education, and Related Agencies",07,,"2358B RHOB; Washington, DC 20515",(202) 225-3508,"H305 CAPITOL; Washington, DC 20515-6015",(202) 225-2771,http://appropriations.house.gov/news/rss.aspx,http://democrats.appropriations.house.gov/rss.xml,"The House Committee on Appropriations is responsible for legislation allocating federal funds prior to expenditure from the treasury. Appropriations are generally limited to the levels set by the Budget Resolution drafted by the House Committee on the Budget. The Committee is also responsible for supplemental spending bills, which are sometimes needed in the middle of a fiscal year to compensate for emergency expenses.",https://appropriations.house.gov/about/
house,House Committee on Appropriations,http://appropriations.house.gov/,http://democrats.appropriations.house.gov,HSAP,,,AP,Legislative Branch,24,,"HT2 CAPITOL; Washington, DC 20515",(202) 226-7252,"H305 CAPITOL; Washington, DC 20515-6015",(202) 225-2771,http://appropriations.house.gov/news/rss.aspx,http://democrats.appropriations.house.gov/rss.xml,"The House Committee on Appropriations is responsible for legislation allocating federal funds prior to expenditure from the treasury. Appropriations are generally limited to the levels set by the Budget Resolution drafted by the House Committee on the Budget. The Committee is also responsible for supplemental spending bills, which are sometimes needed in the middle of a fiscal year to compensate for emergency expenses.",https://appropriations.house.gov/about/
house,House Committee on Appropriations,http://appropriations.house.gov/,http://democrats.appropriations.house.gov,HSAP,,,AP,"Military Construction, Veterans Affairs and Related Agencies",18,,"HVC227 CAPITOL; Washington, DC 20515",(202) 225-3047,"H305 CAPITOL; Washington, DC 20515-6015",(202) 225-2771,http://appropriations.house.gov/news/rss.aspx,http://democrats.appropriations.house.gov/rss.xml,"The House Committee on Appropriations is responsible for legislation allocating federal funds prior to expenditure from the treasury. Appropriations are generally limited to the levels set by the Budget Resolution drafted by the House Committee on the Budget. The Committee is also responsible for supplemental spending bills, which are sometimes needed in the middle of a fiscal year to compensate for emergency expenses.",https://appropriations.house.gov/about/
house,House Committee on Appropriations,http://appropriations.house.gov/,http://democrats.appropriations.house.gov,HSAP,,,AP,"State, Foreign Operations, and Related Programs",04,,"HT2 CAPITOL; Washington, DC 20515",(202) 225-2041,"H305 CAPITOL; Washington, DC 20515-6015",(202) 225-2771,http://appropriations.house.gov/news/rss.aspx,http://democrats.appropriations.house.gov/rss.xml,"The House Committee on Appropriations is responsible for legislation allocating federal funds prior to expenditure from the treasury. Appropriations are generally limited to the levels set by the Budget Resolution drafted by the House Committee on the Budget. The Committee is also responsible for supplemental spending bills, which are sometimes needed in the middle of a fiscal year to compensate for emergency expenses.",https://appropriations.house.gov/about/
house,House Committee on Appropriations,http://appropriations.house.gov/,http://democrats.appropriations.house.gov,HSAP,,,AP,"Transportation, Housing and Urban Development, and Related Agencies",20,,"2358A RHOB; Washington, DC 20515",(202) 225-2141,"H305 CAPITOL; Washington, DC 20515-6015",(202) 225-2771,http://appropriations.house.gov/news/rss.aspx,http://democrats.appropriations.house.gov/rss.xml,"The House Committee on Appropriations is responsible for legislation allocating federal funds prior to expenditure from the treasury. Appropriations are generally limited to the levels set by the Budget Resolution drafted by the House Committee on the Budget. The Committee is also responsible for supplemental spending bills, which are sometimes needed in the middle of a fiscal year to compensate for emergency expenses.",https://appropriations.house.gov/about/
house,House Committee on Armed Services,http://armedservices.house.gov/,http://democrats.armedservices.house.gov/,HSAS,,,AS,Tactical Air and Land Forces,25,,"2340 RHOB; Washington, DC 20515",(202) 225-4440,"2216 RHOB; Washington, DC 20515-6035",(202) 225-4151,http://armedservices.house.gov/index.cfm/rss/feed,http://democrats.armedservices.house.gov/index.cfm/rss/feed,The House Committee on Armed Services has legislative jurisdiction over military and defense.,https://armedservices.house.gov/about
house,House Committee on Armed Services,http://armedservices.house.gov/,http://democrats.armedservices.house.gov/,HSAS,,,AS,Military Personnel,02,,"2340 RHOB; Washington, DC 20515",(202) 225-7560,"2216 RHOB; Washington, DC 20515-6035",(202) 225-4151,http://armedservices.house.gov/index.cfm/rss/feed,http://democrats.armedservices.house.gov/index.cfm/rss/feed,The House Committee on Armed Services has legislative jurisdiction over military and defense.,https://armedservices.house.gov/about
house,House Committee on Armed Services,http://armedservices.house.gov/,http://democrats.armedservices.house.gov/,HSAS,,,AS,Oversight and Investigations,06,,"2119 RHOB; Washington, DC 20515",(202) 226-5048,"2216 RHOB; Washington, DC 20515-6035",(202) 225-4151,http://armedservices.house.gov/index.cfm/rss/feed,http://democrats.armedservices.house.gov/index.cfm/rss/feed,The House Committee on Armed Services has legislative jurisdiction over military and defense.,https://armedservices.house.gov/about
house,House Committee on Armed Services,http://armedservices.house.gov/,http://democrats.armedservices.house.gov/,HSAS,,,AS,Readiness,03,,"2340 RHOB; Washington, DC 20515",(202) 226-8979,"2216 RHOB; Washington, DC 20515-6035",(202) 225-4151,http://armedservices.house.gov/index.cfm/rss/feed,http://democrats.armedservices.house.gov/index.cfm/rss/feed,The House Committee on Armed Services has legislative jurisdiction over military and defense.,https://armedservices.house.gov/about
house,House Committee on Armed Services,http://armedservices.house.gov/,http://democrats.armedservices.house.gov/,HSAS,,,AS,Seapower and Projection Forces,28,,"2340 RHOB; Washington, DC 20515",(202) 226-2211,"2216 RHOB; Washington, DC 20515-6035",(202) 225-4151,http://armedservices.house.gov/index.cfm/rss/feed,http://democrats.armedservices.house.gov/index.cfm/rss/feed,The House Committee on Armed Services has legislative jurisdiction over military and defense.,https://armedservices.house.gov/about
house,House Committee on Armed Services,http://armedservices.house.gov/,http://democrats.armedservices.house.gov/,HSAS,,,AS,Strategic Forces,29,,"2340 RHOB; Washington, DC 20515",(202) 225-1967,"2216 RHOB; Washington, DC 20515-6035",(202) 225-4151,http://armedservices.house.gov/index.cfm/rss/feed,http://democrats.armedservices.house.gov/index.cfm/rss/feed,The House Committee on Armed Services has legislative jurisdiction over military and defense.,https://armedservices.house.gov/about
house,House Committee on Armed Services,http://armedservices.house.gov/,http://democrats.armedservices.house.gov/,HSAS,,,AS,Emerging Threats and Capabilities,26,,"2340 RHOB; Washington, DC 20515",(202) 226-2843,"2216 RHOB; Washington, DC 20515-6035",(202) 225-4151,http://armedservices.house.gov/index.cfm/rss/feed,http://democrats.armedservices.house.gov/index.cfm/rss/feed,The House Committee on Armed Services has legislative jurisdiction over military and defense.,https://armedservices.house.gov/about
house,House Committee on Financial Services,http://financialservices.house.gov/,http://democrats.financialservices.house.gov/,HSBA,,,BA,"Capital Markets, Securities, and Investment",16,,"2129 RHOB; Washington, DC 20515",(202) 225-7502,"2129 RHOB; Washington, DC 20515-6050",(202) 225-7502,http://financialservices.house.gov/news/rss.aspx,http://democrats.financialservices.house.gov/Rss.aspx?GroupID=1,"The House Financial Services Committee has jurisdiction over issues pertaining to the economy, the banking system, housing, insurance, and securities and exchanges. Additionally, the Committee also has jurisdiction over monetary policy, international finance, international monetary organizations, and efforts to combat terrorist financing. The Committee oversees the Nation’s economy through its oversight of the Federal Reserve Board and individual reserve banks, the Treasury, the production and distribution of currency, and the Nation’s capital markets.",https://financialservices.house.gov/about/
house,House Committee on Financial Services,http://financialservices.house.gov/,http://democrats.financialservices.house.gov/,HSBA,,,BA,Financial Institutions and Consumer Credit,15,,"2129 RHOB; Washington, DC 20515",(202) 225-7502,"2129 RHOB; Washington, DC 20515-6050",(202) 225-7502,http://financialservices.house.gov/news/rss.aspx,http://democrats.financialservices.house.gov/Rss.aspx?GroupID=1,"The House Financial Services Committee has jurisdiction over issues pertaining to the economy, the banking system, housing, insurance, and securities and exchanges. Additionally, the Committee also has jurisdiction over monetary policy, international finance, international monetary organizations, and efforts to combat terrorist financing. The Committee oversees the Nation’s economy through its oversight of the Federal Reserve Board and individual reserve banks, the Treasury, the production and distribution of currency, and the Nation’s capital markets.",https://financialservices.house.gov/about/
house,House Committee on Financial Services,http://financialservices.house.gov/,http://democrats.financialservices.house.gov/,HSBA,,,BA,Housing and Insurance,04,,"2129 RHOB; Washington, DC 20515",(202) 225-7502,"2129 RHOB; Washington, DC 20515-6050",(202) 225-7502,http://financialservices.house.gov/news/rss.aspx,http://democrats.financialservices.house.gov/Rss.aspx?GroupID=1,"The House Financial Services Committee has jurisdiction over issues pertaining to the economy, the banking system, housing, insurance, and securities and exchanges. Additionally, the Committee also has jurisdiction over monetary policy, international finance, international monetary organizations, and efforts to combat terrorist financing. The Committee oversees the Nation’s economy through its oversight of the Federal Reserve Board and individual reserve banks, the Treasury, the production and distribution of currency, and the Nation’s capital markets.",https://financialservices.house.gov/about/
house,House Committee on Financial Services,http://financialservices.house.gov/,http://democrats.financialservices.house.gov/,HSBA,,,BA,Monetary Policy and Trade,20,,"2129 RHOB; Washington, DC 20515",(202) 225-7502,"2129 RHOB; Washington, DC 20515-6050",(202) 225-7502,http://financialservices.house.gov/news/rss.aspx,http://democrats.financialservices.house.gov/Rss.aspx?GroupID=1,"The House Financial Services Committee has jurisdiction over issues pertaining to the economy, the banking system, housing, insurance, and securities and exchanges. Additionally, the Committee also has jurisdiction over monetary policy, international finance, international monetary organizations, and efforts to combat terrorist financing. The Committee oversees the Nation’s economy through its oversight of the Federal Reserve Board and individual reserve banks, the Treasury, the production and distribution of currency, and the Nation’s capital markets.",https://financialservices.house.gov/about/
house,House Committee on Financial Services,http://financialservices.house.gov/,http://democrats.financialservices.house.gov/,HSBA,,,BA,Oversight and Investigations,09,,"2129 RHOB; Washington, DC 20515",(202) 225-7502,"2129 RHOB; Washington, DC 20515-6050",(202) 225-7502,http://financialservices.house.gov/news/rss.aspx,http://democrats.financialservices.house.gov/Rss.aspx?GroupID=1,"The House Financial Services Committee has jurisdiction over issues pertaining to the economy, the banking system, housing, insurance, and securities and exchanges. Additionally, the Committee also has jurisdiction over monetary policy, international finance, international monetary organizations, and efforts to combat terrorist financing. The Committee oversees the Nation’s economy through its oversight of the Federal Reserve Board and individual reserve banks, the Treasury, the production and distribution of currency, and the Nation’s capital markets.",https://financialservices.house.gov/about/
house,House Committee on Financial Services,http://financialservices.house.gov/,http://democrats.financialservices.house.gov/,HSBA,,,BA,Terrorism and Illicit Finance,01,,"2129 RHOB; Washington, DC 20515",(202) 225-7502,"2129 RHOB; Washington, DC 20515-6050",(202) 225-7502,http://financialservices.house.gov/news/rss.aspx,http://democrats.financialservices.house.gov/Rss.aspx?GroupID=1,"The House Financial Services Committee has jurisdiction over issues pertaining to the economy, the banking system, housing, insurance, and securities and exchanges. Additionally, the Committee also has jurisdiction over monetary policy, international finance, international monetary organizations, and efforts to combat terrorist financing. The Committee oversees the Nation’s economy through its oversight of the Federal Reserve Board and individual reserve banks, the Treasury, the production and distribution of currency, and the Nation’s capital markets.",https://financialservices.house.gov/about/
house,House Committee on the Budget,http://budget.house.gov/,http://democrats.budget.house.gov/,HSBU,,,BU,,,,,,"B234 LHOB; Washington, DC 20515-6065",(202) 226-7270,http://budget.house.gov/news/rss.aspx,http://democrats.budget.house.gov/rss.xml,"The House Committee on the Budget is responsible for drafting a concurrent resolution on the budget for congressional action on spending, revenue, and debt-limit legislation. The Budget Resolution must be jointly agreed to by both the House and the Senate, but does not need to be signed by the President. The Committee is also responsible for enforcing the Budget Resolution by informing representatives of violations to the budget, and by working with other committees, such as the Committee on Appropriations, to prevent potential violations.",https://budget.house.gov/about/
house,House Committee on Education and the Workforce,http://edworkforce.house.gov/,http://democrats.edworkforce.house.gov/,HSED,,,ED,"Early Childhood, Elementary, and Secondary Education",14,,"2176 RHOB; Washington, DC 20515",(202) 225-4527,"2176 RHOB; Washington, DC 20515-6100",(202) 225-4527,http://edworkforce.house.gov/news/rss.aspx,http://democrats.edworkforce.house.gov/rss.xml,"The House Committee on Education and the Workforce has legislative jurisdiction over matters related to higher and lower education, workforce development and protections, and health, employment, labor, and pensions.",https://edworkforce.house.gov/committee/subcommitteesjurisdictions.htm
house,House Committee on Education and the Workforce,http://edworkforce.house.gov/,http://democrats.edworkforce.house.gov/,HSED,,,ED,"Health, Employment, Labor, and Pensions",02,,"2176 RHOB; Washington, DC 20515",(202) 225-4527,"2176 RHOB; Washington, DC 20515-6100",(202) 225-4527,http://edworkforce.house.gov/news/rss.aspx,http://democrats.edworkforce.house.gov/rss.xml,"The House Committee on Education and the Workforce has legislative jurisdiction over matters related to higher and lower education, workforce development and protections, and health, employment, labor, and pensions.",https://edworkforce.house.gov/committee/subcommitteesjurisdictions.htm
house,House Committee on Education and the Workforce,http://edworkforce.house.gov/,http://democrats.edworkforce.house.gov/,HSED,,,ED,Higher Education and Workforce Development,13,,"2176 RHOB; Washington, DC 20515",(202) 225-4527,"2176 RHOB; Washington, DC 20515-6100",(202) 225-4527,http://edworkforce.house.gov/news/rss.aspx,http://democrats.edworkforce.house.gov/rss.xml,"The House Committee on Education and the Workforce has legislative jurisdiction over matters related to higher and lower education, workforce development and protections, and health, employment, labor, and pensions.",https://edworkforce.house.gov/committee/subcommitteesjurisdictions.htm
house,House Committee on Education and the Workforce,http://edworkforce.house.gov/,http://democrats.edworkforce.house.gov/,HSED,,,ED,Workforce Protections,10,,"2176 RHOB; Washington, DC 20515",(202) 225-4527,"2176 RHOB; Washington, DC 20515-6100",(202) 225-4527,http://edworkforce.house.gov/news/rss.aspx,http://democrats.edworkforce.house.gov/rss.xml,"The House Committee on Education and the Workforce has legislative jurisdiction over matters related to higher and lower education, workforce development and protections, and health, employment, labor, and pensions.",https://edworkforce.house.gov/committee/subcommitteesjurisdictions.htm
house,House Committee on Foreign Affairs,http://foreignaffairs.house.gov/,http://democrats.foreignaffairs.house.gov/,HSFA,,,FA,"Africa, Global Health, Global Human Rights, and International Organizations",16,,"5210 OHOB; Washington, DC 20515",(202) 226-7812,"2170 RHOB; Washington, DC 20515-6128",(202) 225-5021,http://foreignaffairs.house.gov/rss.xml,http://democrats.edworkforce.house.gov/rss.xml,"The House Committee on Foreign Affairs considers legislation that impacts the diplomatic community, which includes the Department of State, the Agency for International Development, the Peace Corps, the United Nations, and the enforcement of the Arms Export Control Act.",https://foreignaffairs.house.gov/about/
house,House Committee on Foreign Affairs,http://foreignaffairs.house.gov/,http://democrats.foreignaffairs.house.gov/,HSFA,,,FA,Asia and the Pacific,05,,"5190 OHOB; Washington, DC 20515",(202) 226-7825,"2170 RHOB; Washington, DC 20515-6128",(202) 225-5021,http://foreignaffairs.house.gov/rss.xml,http://democrats.edworkforce.house.gov/rss.xml,"The House Committee on Foreign Affairs considers legislation that impacts the diplomatic community, which includes the Department of State, the Agency for International Development, the Peace Corps, the United Nations, and the enforcement of the Arms Export Control Act.",https://foreignaffairs.house.gov/about/
house,House Committee on Foreign Affairs,http://foreignaffairs.house.gov/,http://democrats.foreignaffairs.house.gov/,HSFA,,,FA,"Europe, Eurasia, and Emerging Threats",14,,"5210 OHOB; Washington, DC 20515",(202) 226-6434,"2170 RHOB; Washington, DC 20515-6128",(202) 225-5021,http://foreignaffairs.house.gov/rss.xml,http://democrats.edworkforce.house.gov/rss.xml,"The House Committee on Foreign Affairs considers legislation that impacts the diplomatic community, which includes the Department of State, the Agency for International Development, the Peace Corps, the United Nations, and the enforcement of the Arms Export Control Act.",https://foreignaffairs.house.gov/about/
house,House Committee on Foreign Affairs,http://foreignaffairs.house.gov/,http://democrats.foreignaffairs.house.gov/,HSFA,,,FA,"Terrorism, Nonproliferation, and Trade",18,,"5100 OHOB; Washington, DC 20515",(202) 226-1500,"2170 RHOB; Washington, DC 20515-6128",(202) 225-5021,http://foreignaffairs.house.gov/rss.xml,http://democrats.edworkforce.house.gov/rss.xml,"The House Committee on Foreign Affairs considers legislation that impacts the diplomatic community, which includes the Department of State, the Agency for International Development, the Peace Corps, the United Nations, and the enforcement of the Arms Export Control Act.",https://foreignaffairs.house.gov/about/
house,House Committee on Foreign Affairs,http://foreignaffairs.house.gov/,http://democrats.foreignaffairs.house.gov/,HSFA,,,FA,The Middle East and North Africa,13,,"5220 OHOB; Washington, DC 20515",(202) 225-3345,"2170 RHOB; Washington, DC 20515-6128",(202) 225-5021,http://foreignaffairs.house.gov/rss.xml,http://democrats.edworkforce.house.gov/rss.xml,"The House Committee on Foreign Affairs considers legislation that impacts the diplomatic community, which includes the Department of State, the Agency for International Development, the Peace Corps, the United Nations, and the enforcement of the Arms Export Control Act.",https://foreignaffairs.house.gov/about/
house,House Committee on Foreign Affairs,http://foreignaffairs.house.gov/,http://democrats.foreignaffairs.house.gov/,HSFA,,,FA,The Western Hemisphere,07,,"5100 OHOB; Washington, DC 20515",(202) 226-9980,"2170 RHOB; Washington, DC 20515-6128",(202) 225-5021,http://foreignaffairs.house.gov/rss.xml,http://democrats.edworkforce.house.gov/rss.xml,"The House Committee on Foreign Affairs considers legislation that impacts the diplomatic community, which includes the Department of State, the Agency for International Development, the Peace Corps, the United Nations, and the enforcement of the Arms Export Control Act.",https://foreignaffairs.house.gov/about/
house,House Committee on Oversight and Government Reform,http://oversight.house.gov/,http://democrats.oversight.house.gov/,HSGO,,,GO,Information Technology,25,,"2157 RHOB; Washington, DC 20515",(202) 225-5074,"2157 RHOB; Washington, DC 20515-6143",(202) 225-5074,http://oversight.house.gov/feed/rss/,http://democrats.oversight.house.gov/rss.xml,"The House Committee on Oversight and Government Reform oversees the federal government and all of its agencies to ensure efficiency, effectiveness, and accountability. The Committee oversees government operations, health care, information technology, interior, energy and environment, national security, and intergovernmental affairs.",https://oversight.house.gov/about/
house,House Committee on Oversight and Government Reform,http://oversight.house.gov/,http://democrats.oversight.house.gov/,HSGO,,,GO,Government Operations,24,,"2157 RHOB; Washington, DC 20515",(202) 225-5074,"2157 RHOB; Washington, DC 20515-6143",(202) 225-5074,http://oversight.house.gov/feed/rss/,http://democrats.oversight.house.gov/rss.xml,"The House Committee on Oversight and Government Reform oversees the federal government and all of its agencies to ensure efficiency, effectiveness, and accountability. The Committee oversees government operations, health care, information technology, interior, energy and environment, national security, and intergovernmental affairs.",https://oversight.house.gov/about/
house,House Committee on Oversight and Government Reform,http://oversight.house.gov/,http://democrats.oversight.house.gov/,HSGO,,,GO,National Security,06,,"2157 RHOB; Washington, DC 20515",(202) 225-5074,"2157 RHOB; Washington, DC 20515-6143",(202) 225-5074,http://oversight.house.gov/feed/rss/,http://democrats.oversight.house.gov/rss.xml,"The House Committee on Oversight and Government Reform oversees the federal government and all of its agencies to ensure efficiency, effectiveness, and accountability. The Committee oversees government operations, health care, information technology, interior, energy and environment, national security, and intergovernmental affairs.",https://oversight.house.gov/about/
house,House Committee on Oversight and Government Reform,http://oversight.house.gov/,http://democrats.oversight.house.gov/,HSGO,,,GO,"Healthcare, Benefits, and Administrative Rules",27,,"2157 RHOB; Washington, DC 20515",(202) 225-5074,"2157 RHOB; Washington, DC 20515-6143",(202) 225-5074,http://oversight.house.gov/feed/rss/,http://democrats.oversight.house.gov/rss.xml,"The House Committee on Oversight and Government Reform oversees the federal government and all of its agencies to ensure efficiency, effectiveness, and accountability. The Committee oversees government operations, health care, information technology, interior, energy and environment, national security, and intergovernmental affairs.",https://oversight.house.gov/about/
house,House Committee on Oversight and Government Reform,http://oversight.house.gov/,http://democrats.oversight.house.gov/,HSGO,,,GO,"The Interior, Energy and Environment",28,,"2157 RHOB; Washington, DC 20515",(202) 225-5074,"2157 RHOB; Washington, DC 20515-6143",(202) 225-5074,http://oversight.house.gov/feed/rss/,http://democrats.oversight.house.gov/rss.xml,"The House Committee on Oversight and Government Reform oversees the federal government and all of its agencies to ensure efficiency, effectiveness, and accountability. The Committee oversees government operations, health care, information technology, interior, energy and environment, national security, and intergovernmental affairs.",https://oversight.house.gov/about/
