id__bioguide,id__thomas,id__govtrack,social__twitter,social__facebook,social__youtube,social__youtube_id,social__twitter_id,social__instagram,social__instagram_id
S001148,01590,400376,CongMikeSimpson,96007744606,CongMikeSimpson,UCNXe0rJJeULTAP_7oyQNw8g,76132891,,
S001145,01588,400360,JanSchakowsky,janschakowsky,repschakowsky,UCuCHHPSENUEaaeH8n_CYDXQ,24195214,,
S000770,01531,300093,SenStabenow,SenatorStabenow,senatorstabenow,UCFoDKCvxSwCUfDv-4Eg4K5A,76456274,,
S000583,01075,400381,LamarSmithTX21,LamarSmithTX21,lamarsmithtexas21,UCc2q5flh9dSoyg4W9osGW8Q,15856366,,
S000510,01528,400379,RepAdamSmith,RepAdamSmith,CongressmanAdamSmith,UCcrHso483LOfC6WwDnzAh-g,58928690,,
S000480,01069,400378,LouiseSlaughter,RepLouiseSlaughter,louiseslaughter,UCm9G5-ikIk62LgZxRnlB7fg,63169388,louisemslaughter,
S000364,01527,400373,RepShimkus,repshimkus,repshimkus,UCVXSvuk-csQRKBI0oPzcEnw,15600527,,
S000344,01526,400371,BradSherman,63158229861,shermanca27,UCPisrz6-SLwVy2l9Mcy8kug,30216513,,
S000320,01049,300089,SenShelby,RichardShelby,SenatorRichardShelby,UCyMzDCRZrmhr_OGDjVuAeJw,21111098,,
S000250,01525,400367,PeteSessions,petesessions,PeteSessions,UCDSBWdAlrCZq2W8P3wR_LCg,24735461,,
S000248,01042,400366,RepJoseSerrano,RepJoseSerrano,,,33563161,repjoseserrano,1422526654
S000244,01041,400365,JimPressOffice,RepSensenbrenner,RepSensenbrenner,UCUNfNsc2CVsqivJ2wThQF6A,851621377,,
S000185,01037,400364,BobbyScott,RepBobbyScott,repbobbyscott,UCdNNcpw8arCsUp55JwK_QAA,161791703,repbobbyscott,1173348983
S000148,01036,300087,SenSchumer,senschumer,SenatorSchumer,UC-ABttxh8uQv_10qmwGaidw,17494010,,
S000033,01010,400357,SenSanders,senatorsanders,senatorsanders,UCD_DaKNac0Ta-2PeHuoQ1uA,29442313,,
R000595,02084,412491,SenRubioPress,SenatorMarcoRubio,SenatorMarcoRubio,UCh8t7sV_DBKz4A-RkL9feyg,229966028,,
R000593,02003,412411,RepDennisRoss,dennis.ross.376,RepDennisRoss,UCSjZ4oRWi_sO-aGM9CUBOJQ,33655490,,
R000592,02017,412426,ToddRokita,RepToddRokita,reptoddrokita,UCl_wYwGYw1AXiUoqNmwLxzA,17544524,RepToddRokita,
R000591,01986,412394,RepMarthaRoby,Representative.Martha.Roby,reproby,UCeAWQdcSTlwv2vDGz0TQOxQ,224294785,,
R000588,02023,412432,RepRichmond,RepRichmond,RepCedricRichmond,UCsB66Dq8sCGwr5K3g1kqTrA,267854863,,
R000586,02048,412462,RepJimRenacci,repjimrenacci,repjimrenacci,UCHTvP1X0dgUU1lrMub4hbLw,236916916,repjimrenacci,
R000585,01982,412393,RepTomReed,RepTomReed,CongressmanTomReed,UC-HFEKIHC7ydVUkxkZOLqTg,252819323,,
R000583,01916,412311,TomRooney,reptomrooney,CongressmanRooney,UCHuDkMfCK3kmCpso7LyI3zA,23970171,,
R000582,01954,412310,DrPhilRoe,DrPhilRoe,drphilroe,UC8muYurPSNO8x2Qqk40mVOA,52503751,drphilroe,
R000580,01848,412202,PeterRoskam,PeterRoskam,RoskamIL06,UCk8IZKV_RC1Wr-dh09kzVTw,20015903,,
R000578,01810,400660,DaveReichert,repdavereichert,repdavereichert,UC_Qs1fzY8WlHv6wJ1x7Hotg,16102244,repdavereichert,
R000577,01756,400352,RepTimRyan,timryan,timryanvision,UCjAFlYCheFKjGg_Pxc2VOFA,13491312,,
R000576,01728,400349,Call_Me_Dutch,DutchRupp,ruppersberger,UCk2S9iSHNpo1E1A7qZ0SPIw,305620929,,
R000575,01704,400341,RepMikeRogersAL,CongressmanMikeDRogers,MikeRogersAL03,UCH-WUWuY0_dlKwJDSqKTJsg,33977070,repmikerogersal,259435765
R000570,01560,400351,SpeakerRyan,speakerryan,reppaulryan,UC8nMpZAuz-gitzb2icE15Qw,18916432,SpeakerRyan,
R000515,01003,400350,RepBobbyRush,congressmanbobbyrush,CongressmanRush,UCbWqxBnS_w_uFTdQAL0YH5g,305216911,,
R000487,00998,400348,RepEdRoyce,EdRoyce,RepEdRoyce,UC9DUiRouRl6Rz6PEvQ4jRPw,246769138,,
R000486,00997,400347,RepRoybalAllard,RepRoybalAllard,RepRoybalAllard,UC_T_RXWeJ-smmpjdNLOaMcg,479872233,RepRoybalAllard,
R000435,00985,400344,RosLehtinen,iroslehtinen,IleanaRosLehtinen,UCf6XrWGZHjC7KgRd9JCAuBA,14275291,,
R000395,00977,400340,RepHalRogers,CongressmanHalRogers,RepHalRogers,UChVFKLZkRoHQDhp4zNvEezQ,550401754,,
R000307,00968,300083,SenPatRoberts,SenPatRoberts,SenPatRoberts,UCRpswvC8LgxzE9AYSFpqUgw,75364211,,
R000122,00949,300081,SenJackReed,SenJackReed,SenatorReed,UCT_aFVtsjxPwWKfO-PW_hPw,486694111,,
Q000023,01967,412331,RepMikeQuigley,repmikequigley,RepMikeQuigley,UCDP13XegdoZ4bxYHxM34yAA,56864092,repmikequigley,1403659583
P000603,02082,412492,,SenatorRandPaul,SenatorRandPaul,UCeM9I-20oWUs8daIIpsNHoQ,,senatorrandpaul,541357095
P000601,02035,412443,CongPalazzo,stevenpalazzo,CongressmanPalazzo,UCtPOy2vRbN2nD8dQPSOTXeA,299883942,,
P000599,01915,412309,CongBillPosey,bill.posey15,CongressmanPosey,UCoUwUkDpe1ZYd6tiaZfiMuA,25086658,,
P000598,01910,412308,RepJaredPolis,jaredpolis,JaredPolis31275,UCJJ1Ye0mOzqZh1_GErFUISw,463132556,repjaredpolis,
P000597,01927,412307,ChelliePingree,ChelliePingree,congresswomanpingree,UCLKaWFM7I84WcreDRhhhkVg,14984637,,
P000595,01929,412305,SenGaryPeters,SenGaryPeters,RepGaryPeters,UC7LYNbnKSK2VZqQ98YROWHQ,236511574,sengarypeters,1640246681
P000594,01930,412303,RepErikPaulsen,CongressmanErikPaulsen,reperikpaulsen,UC1IOW4Wqox-6gmZbjjGvzLg,17513304,,
P000593,01835,412192,RepPerlmutter,RepPerlmutter,RepPerlmutter,UCJXuMAzxngpEvDdvlE6wS5g,20552026,,
P000592,01802,400652,JudgeTedPoe,106631626049851,CongressmanTedPoe,UCGdNUkVP16hOyL-fUDV1Knw,74198348,judgetedpoe,438265816
P000588,01738,400313,RepStevePearce,RepStevePearce,NMStevePearce,UCaT7jt_M86sDK50eaaVsFvQ,235271965,,
P000523,00930,400326,RepDavidEPrice,RepDavidEPrice,RepDavidPrice,UCtX7bSXBLF9ge-Q955n5Vqw,155669457,,
P000449,00924,400325,SenRobPortman,senrobportman,SenRobPortman,UCwunkd8Zs-yAWKQwnwBp7ew,18915145,senrobportman,370356159
P000197,00905,400314,NancyPelosi,NancyPelosi,nancypelosi,UCxPeEcH0xaCK9nBK98EFhDg,15764644,,
P000096,01510,400309,BillPascrell,pascrell,RepPascrell,UCIy1Ru8oA14aRjpq6L3i-EQ,74508260,,
P000034,00887,400308,FrankPallone,repfrankpallone,repfrankpallone,UCN0_wn9hs1LI3UKkji2PP2A,31801993,repfrankpallone,
O000168,01955,412302,RepPeteOlson,Rep.PeteOlson,,,20053279,reppeteolson,
N000184,02060,412475,RepKristiNoem,,RepKristiNoem,UCZPzuVONjRwo5TsrKzbYRVA,235251868,repkristinoem,
N000181,01710,400297,RepDevinNunes,,RepDevinNunes,UCtbArL6CmOfFqgmpuRjLp3w,344972339,,
N000179,01602,400290,GraceNapolitano,RepGraceNapolitano,RepGraceNapolitano,UCPWjmiAIR04oQ8QMoOWcDtA,161411080,,
N000147,00868,400295,EleanorNorton,CongresswomanNorton,EleanorHNorton,UChRrAXUGylfxJjbquC6aUjQ,23600262,,
N000032,00859,300078,SenBillNelson,,senbillnelson,UC1Iir7_h98mI9-hHzrDJWpw,20597460,,
N000015,00854,400291,RepRichardNeal,reprichardneal,RepRichardENeal,UCZVtTydu0-MSK6G12GaKA4g,442824717,,
N000002,00850,400289,RepJerryNadler,CongressmanNadler,congressmannadler,UCQKj0qU1e7o2f5ftSh-c9aQ,40302336,,
M001183,01983,412391,Sen_JoeManchin,JoeManchinIII,SenatorJoeManchin,UCGyPK_ye2ptpzQgOjKIn7ag,234374703,,
M001181,02052,412466,RepMeehan,CongressmanPatrickMeehan,repmeehan,UCfOy3eW-KIg4aI3w_azyY6g,248850174,,
M001180,02074,412487,RepMcKinley,RepMcKinley,RepDavidMcKinley,UCt7BWx4b8ubXa-PneAu103g,240427862,,
M001179,02053,412468,RepTomMarino,CongressmanMarino,RepMarino,UCL8AvZKY5KuPk0T7G0jv7HA,240363117,reptommarino,1395145806
M001177,01908,412295,RepMcClintock,81125319109,McClintockCA04,UCMh04KC4LfIzKoXh2Xws_pw,50152441,,
M001176,01900,412325,SenJeffMerkley,jeffmerkley,SenatorJeffMerkley,UCRoXttCJhMnLVCxCaa6VnNQ,29201047,senjeffmerkley,501463589
M001170,01820,412243,McCaskillOffice,senatormccaskill,SenatorMcCaskill,UCnarZ9jmNhI-eDcEPBwqMFw,57065141,clairecmc,182810702
M001166,01832,412189,RepMcNerney,jerrymcnerney,RepJerryMcNerney,UClUOx6F8GKshxGBUBLkisug,385429543,,
M001165,01833,412190,GOPLeader,CongressmanKevinMcCarthy,repkevinmccarthy,UCdJUZUFSLJRlUpE-91-6DsA,19739126,RepKevinMcCarthy,
M001163,01814,400663,DorisMatsui,doris.matsui,RepDorisMatsui,UCSqqxVkvskHq3cY2MCbTZsw,38254095,,
M001160,01811,400661,RepGwenMoore,GwenSMoore,RepGwenMoore,UCCs9o1XaSsCsqNpO0iO0_Ew,22669526,,
M001159,01809,400659,CathyMcMorris,mcmorrisrodgers,mcmorrisrodgers,UCRp0lwIxAhq2Ia9_YgRWUkg,17976923,cathymcmorris,
M001158,01806,400656,RepKenMarchant,RepKennyMarchant,RepKennyMarchant,UCQpnTMp5TdTRWEes8cjIfyQ,23976316,,
M001157,01804,400654,RepMcCaul,michaeltmccaul,MichaelTMcCaul,UCRw6sGE0PH7_FCeTT3PQRaA,26424123,congressman_mccaul,
M001156,01792,400644,PatrickMcHenry,CongressmanMcHenry,CongressmanMcHenry,UCY3PTRhkSH-eoltxPVZKD-w,27676828,reppatrickmchenry,353406473
M001153,01694,300075,LisaMurkowski,SenLisaMurkowski,senatormurkowski,UCaigku16AErqvD0wRuwGb9A,18061669,senlisamurkowski,
M001143,01653,400259,BettyMcCollum04,repbettymccollum,,,516880804,,
M001137,01506,400271,RepGregoryMeeks,gregorymeeksny05,gwmeeks,UCljJnwgQS6Z6-NypDyqKJZQ,22812754,repgregorymeeks,
M001111,01409,300076,PattyMurray,,SenatorPattyMurray,UCb8jq3TvQ3AzKsexhWfFLoA,293131808,senpattymurray,426137845
M000934,01507,400284,JerryMoran,jerrymoran,senatorjerrymoran,UC1oRxeUPam6-53wPBZ3N02A,18632666,senjerrymoran,298271065
M000639,00791,400272,SenatorMenendez,senatormenendez,SenatorMenendezNJ,UC0PV0K9Z5a9p3D5917KF5fw,18695134,senatormenendez,433044338
M000355,01395,300072,McConnellPress,mitchmcconnell,,,339822881,mcconnellpress,
M000312,01504,400263,RepMcGovern,RepJimMcGovern,repjimmcgovern,UCpiUqp2ZF64tXqgR_EQo27g,242426145,,
M000303,00754,300071,SenJohnMcCain,johnmccain,SenatorJohnMcCain,UC9IJssXDUaKHzwx6gW4wEoA,19394188,senjohnmccain,44979810
M000133,00735,400253,SenMarkey,EdJMarkey,RepMarkey,UCT1ujew5yQy2uMhGrjiKHoA,21406834,,
M000087,00729,400251,RepMaloney,RepCarolynMaloney,carolynbmaloney,,258900199,,
L000577,02080,412495,SenMikeLee,senatormikelee,senatormikelee,UCplVxs_j_sLAt0fkplXcl4A,88784440,senmikelee,391361701
L000576,02033,412445,USRepLong,Rep.Billy.Long,MOdistrict7,UCLQcbyxpHXXAsUJckscQY8g,1444015610,,
L000575,02050,412464,SenatorLankford,SenatorLankford,SenatorLankford,UCz8T6sK5fEycyWmVz6Vpe5Q,225921757,senatorlankford,1552251018
L000573,02011,412419,Raul_Labrador,raul.r.labrador,RepLabrador,UC1KKgNc0j8CoAGnWEJfhxJA,246341769,,
L000570,01939,412293,RepBenRayLujan,RepBenRayLujan,Repbenraylujan,UCcO5AmF8HuJo4d0awEbst7Q,19318314,repbenraylujan,1409819789
L000569,01931,412292,RepBlainePress,BlaineLuetkemeyer,BLuetkemeyer,UCifiiQclKbBBrkSbCnN6REg,1849261916,,
L000567,01936,412290,RepLanceNJ7,CongressmanLance,CongressmanLance,UCASO5iqjLfU4jo8xKKZIq8g,613725908,,
L000566,01885,412256,BobLatta,boblatta,CongressmanBobLatta,UCVSBVHoWu-eWnBBQaMKZ_sQ,15394954,boblatta,26367713
L000565,01846,412209,DaveLoebsack,DaveLoebsack,congressmanloebsack,UC0biZWEJAKHctxbmXfXJnOg,510516465,,
L000564,01834,412191,RepDLamborn,CongressmanDougLamborn,CongressmanLamborn,UCaYsGYMniq4nwBBMKFIwsow,584012853,,
L000563,01781,400630,RepLipinski,repdanlipinski,lipinski03,UC4-dyxzIODTMk1-12QPEpoQ,1009269193,,
L000562,01686,400249,RepStephenLynch,repstephenlynch,RepLynch,UCxL4zG0YWqC5XTO4af_FOgw,310310133,repstephenlynch,
L000560,01675,400232,RepRickLarsen,RepRickLarsen,congressmanlarsen,UCMv7LsJtiyO4AJcbRux5CxQ,404132211,repricklarsen,
L000559,01668,400230,JimLangevin,CongressmanJimLangevin,jimlangevin,UCQ1sth-7umw1k-fSVqdfRTg,18909919,,
L000557,01583,400233,RepJohnLarson,RepJohnLarson,RepJohnLarson,UCGPsvFF-9WfpdRSCcCrPLiQ,50452197,RepJohnBLarson,
L000554,00699,400244,RepLoBiondo,FrankLoBiondo,USRepFrankLoBiondo,UCXBUOE1MAEUMNIg67sivY9Q,241207373,repfranklobiondo,
L000551,01501,400237,RepBarbaraLee,RepBarbaraLee,RepLee,UCnRgK2MXAQOUau0JXqseeNA,248735463,repbarbaralee,1415801245
L000491,00711,400247,RepFrankLucas,RepFrankLucas,RepFrankLucas,UCdYZbKY8pkWAThqwC3fdVMg,242772524,,
L000480,00709,400246,NitaLowey,RepLowey,nitalowey,UCkmeBYqhbomcWNNWzQCqcbg,221792092,nitalowey,
L000397,00701,400245,RepZoeLofgren,zoelofgren,RepZoeLofgren,UCOaQ79adORFcaTuJZoIFuZQ,267938462,,
L000287,00688,400240,RepJohnLewis,RepJohnLewis,repjohnlewis,UC_jpkZzdyGhTBGBZ3UTNwjA,29450962,RepJohnLewis,
L000263,00683,400238,RepSandyLevin,RepSandyLevin,mi12yes,UCkVlSO4vhgPTgWYzY29Z7Gg,25781141,,
L000174,01383,300065,SenatorLeahy,SenatorPatrickLeahy,SenatorPatrickLeahy,UC46QHVobf7FO-tWehsRoDog,242836537,senatorleahy,
K000378,02014,412421,RepKinzinger,RepKinzinger,RepAdamKinzinger,UCjDHxyjndxxhjuPWyEBc7UA,219429281,,
K000376,02051,412465,MikeKellyPA,191056827594903,repmikekelly,UCoz6u3ooQxoijsWvhoQ0D-A,935368364,,
K000375,02025,412435,USRepKeating,Congressman.Keating,RepBillKeating,UC7KPV4xdxO2dms9vl6tETmg,232992031,,
K000362,01724,400220,SteveKingIA,stevekingia,stevekingia,UCvdJ--cxsVyght3ZDise0mw,48117116,,
K000210,00635,400219,RepPeteKing,,RepPeterKing,UCbyQC19DsAq01oDBfZn_diw,18277655,,
K000188,01498,400218,RepRonKind,repronkind,RepRonKind,UC0_BilariURHwSHf9baGykg,112740986,,
K000009,00616,400211,RepMarcyKaptur,RepresentativeMarcyKaptur,USRepMarcyKaptur,UCIJUNf22o09nO02oQPLKQ6w,581141508,repmarcykaptur,
J000293,02086,412496,SenRonJohnson,senronjohnson,SenatorRonJohnson,UCG9XyTVtOAs7VX_q_QVHoaw,233737858,senronjohnson,
J000292,02046,412460,RepBillJohnson,RepBillJohnson,RepBillJohnson,UCtF08Ay71haDRoJosRN2P_Q,211530910,repbilljohnson,763495818
J000290,01921,412284,RepLynnJenkins,replynnjenkins,RepLynnJenkins,UCBW06VosGJtZ_wCyGKET5KQ,19658173,replynnjenkins,
J000289,01868,412226,Jim_Jordan,repjimjordan,RepJimJordan,UCPFBhS00ivPV585GlnNlyqA,18166778,,
J000288,01843,412199,RepHankJohnson,115356957005,RepHankJohnson,UCqMici9I7nz_i-PN7eSYjwQ,24745957,rephankjohnson,
J000255,00612,400209,RepWalterJones,15083070102,RepWalterJones,UCZdvBD1F5FXAQyJFD2aTiWA,26778110,repwalterbjones,
J000174,00603,400206,SamsPressShop,RepSamJohnson,RepSamJohnson,UCmzL7gzMX6-bgS9HNt8a8TA,249288197,samjohnsontx03,
J000126,00599,400204,RepEBJ,CongresswomanEBJtx30,RepEddieBJohnson,UCVKp8BtjW708H4eXJJQgUYw,168502762,,
J000032,00588,400199,JacksonLeeTX18,CongresswomanSheilaJacksonLee,TX18SJL,UCi_S-mOZaEco2Zb9guf_8Iw,80612021,,
I000056,01640,400196,DarrellIssa,darrellissa,repdarrellissa,UCIGKQn89GEpNJ6fDhXGauyw,22509548,,
I000024,00583,300055,InhofePress,jiminhofe,jiminhofepressoffice,UCk3W3ilX8vGG-300qzNpG7w,20546536,,
H001061,02079,412494,SenJohnHoeven,SenatorJohnHoeven,senatorjohnhoevennd,UC1kQIC2Q_Fq9_NRqdb6eHiw,382791093,senjohnhoeven,1237544252
H001059,02015,412422,RepHultgren,RepHultgren,rephultgren,UCJ6Gvza8hdNmUfoaJEN8dbg,237814920,,
H001058,02028,412437,RepHuizenga,RepHuizenga,RepHuizenga,UCQPlLLiMnysMmeJ5qUSSjQg,233949261,RepHuizenga,
H001056,02071,412486,HerreraBeutler,herrerabeutler,RepHerreraBeutler,UCJEgiA9clfx0amrQUj0aBTQ,242926427,,
H001053,02032,412444,RepHartzler,Congresswoman.Hartzler,repvickyhartzler,UCAvttUz6qBVEJiFt7p_MZxw,237763317,rephartzler,787899303
H001048,01909,412283,Rep_Hunter,DuncanHunter,CongressmanHunter,UCV9GfB1e4RILcqb_zXYCDSA,1305596696,,
