committee,name,party,rank,title,thomas,bioguide,chamber
HSPW12,Mike Bost,majority,21,,02243,B001295,
HSPW12,Doug LaMalfa,majority,22,,02100,L000578,
HSPW12,Bruce Westerman,majority,23,,02224,W000821,
HSPW12,Lloyd Smucker,majority,24,,,S001199,
HSPW12,Paul Mitchell,majority,25,,,M001201,
HSPW12,John J. Faso,majority,26,,,F000464,
HSPW12,A. Drew Ferguson IV,majority,27,,,F000465,
HSPW12,Eleanor Holmes Norton,minority,1,Ranking Member,00868,N000147,
HSPW12,Jerrold Nadler,minority,2,,00850,N000002,
HSPW12,Steve Cohen,minority,3,,01878,C001068,
HSPW12,Albio Sires,minority,4,,01818,S001165,
HSPW12,Richard M. Nolan,minority,5,,00867,N000127,
HSPW12,Dina Titus,minority,6,,01940,T000468,
HSPW12,Sean Patrick Maloney,minority,7,,02150,M001185,
HSPW12,Elizabeth H. Esty,minority,8,,02114,E000293,
HSPW12,Jared Huffman,minority,9,,02101,H001068,
HSPW12,Julia Brownley,minority,10,,02106,B001285,
HSPW12,Alan S. Lowenthal,minority,11,,02111,L000579,
HSPW12,Brenda L. Lawrence,minority,12,,02252,L000581,
HSPW12,Mark DeSaulnier,minority,13,,02227,D000623,
HSPW12,Eddie Bernice Johnson,minority,14,,00599,J000126,
HSPW12,Michael E. Capuano,minority,15,,01564,C001037,
HSPW12,Grace F. Napolitano,minority,16,,01602,N000179,
HSPW12,Daniel Lipinski,minority,17,,01781,L000563,
HSPW12,"Henry C. ""Hank"" Johnson, Jr.",minority,18,,01843,J000288,
HSPW12,Lois Frankel,minority,19,,02119,F000462,
HSPW12,Cheri Bustos,minority,20,,02127,B001286,
HSPW12,Frederica S. Wilson,minority,21,,02004,W000808,
HSPW13,Lou Barletta,majority,1,Chair,02054,B001269,
HSPW13,"Eric A. ""Rick"" Crawford",majority,2,,01989,C001087,
HSPW13,Barbara Comstock,majority,3,,02273,C001105,
HSPW13,Mike Bost,majority,4,,02243,B001295,
HSPW13,Lloyd Smucker,majority,5,,,S001199,
HSPW13,John J. Faso,majority,6,,,F000464,
HSPW13,A. Drew Ferguson IV,majority,7,,,F000465,
HSPW13,Brian J. Mast,majority,8,,,M001199,
HSPW13,"Henry C. ""Hank"" Johnson, Jr.",minority,1,Ranking Member,01843,J000288,
HSPW13,Eleanor Holmes Norton,minority,2,,00868,N000147,
HSPW13,Albio Sires,minority,3,,01818,S001165,
HSPW13,Grace F. Napolitano,minority,4,,01602,N000179,
HSPW13,Michael E. Capuano,minority,5,,01564,C001037,
HSPW14,Jeff Denham,majority,1,Chair,01995,D000612,
HSPW14,"John J. Duncan, Jr.",majority,2,,00322,D000533,
HSPW14,Sam Graves,majority,3,,01656,G000546,
HSPW14,Lou Barletta,majority,4,,02054,B001269,
HSPW14,Blake Farenthold,majority,5,,02067,F000460,
HSPW14,Daniel Webster,majority,6,,02002,W000806,
HSPW14,Mark Meadows,majority,7,,02142,M001187,
HSPW14,Scott Perry,majority,8,,02157,P000605,
HSPW14,Mark Sanford,majority,9,,01012,S000051,
HSPW14,Todd Rokita,majority,10,,02017,R000592,
HSPW14,John Katko,majority,11,,02264,K000386,
HSPW14,Brian Babin,majority,12,,02270,B001291,
HSPW14,"Randy K. Weber, Sr.",majority,13,,02161,W000814,
HSPW14,Bruce Westerman,majority,14,,02224,W000821,
HSPW14,Lloyd Smucker,majority,15,,,S001199,
HSPW14,Paul Mitchell,majority,16,,,M001201,
HSPW14,John J. Faso,majority,17,,,F000464,
HSPW14,Jason Lewis,majority,18,,,L000587,
HSPW14,Michael E. Capuano,minority,1,Ranking Member,01564,C001037,
HSPW14,"Donald M. Payne, Jr.",minority,2,,02097,P000604,
HSPW14,Jerrold Nadler,minority,3,,00850,N000002,
HSPW14,Elijah E. Cummings,minority,4,,00256,C000984,
HSPW14,Steve Cohen,minority,5,,01878,C001068,
HSPW14,Albio Sires,minority,6,,01818,S001165,
HSPW14,John Garamendi,minority,7,,01973,G000559,
HSPW14,André Carson,minority,8,,01889,C001072,
HSPW14,Richard M. Nolan,minority,9,,00867,N000127,
HSPW14,Elizabeth H. Esty,minority,10,,02114,E000293,
HSPW14,Cheri Bustos,minority,11,,02127,B001286,
HSPW14,Frederica S. Wilson,minority,12,,02004,W000808,
HSPW14,Mark DeSaulnier,minority,13,,02227,D000623,
HSPW14,Daniel Lipinski,minority,14,,01781,L000563,
HSRU,Pete Sessions,majority,1,Chair,01525,S000250,
HSRU,Tom Cole,majority,2,,01742,C001053,
HSRU,Rob Woodall,majority,3,,02008,W000810,
HSRU,Michael C. Burgess,majority,4,,01751,B001248,
HSRU,Doug Collins,majority,5,,02121,C001093,
HSRU,Bradley Byrne,majority,6,,02197,B001289,
HSRU,Dan Newhouse,majority,7,,02275,N000189,
HSRU,Ken Buck,majority,8,,02233,B001297,
HSRU,Liz Cheney,majority,9,,,C001109,
HSRU,Louise McIntosh Slaughter,minority,1,Ranking Member,01069,S000480,
HSRU,James P. McGovern,minority,2,,01504,M000312,
HSRU,Alcee L. Hastings,minority,3,,00511,H000324,
HSRU,Jared Polis,minority,4,,01910,P000598,
HSRU02,Rob Woodall,majority,1,Chair,02008,W000810,
HSRU02,Michael C. Burgess,majority,2,,01751,B001248,
HSRU02,Bradley Byrne,majority,3,,02197,B001289,
HSRU02,Dan Newhouse,majority,4,,02275,N000189,
HSRU02,Ken Buck,majority,5,,02233,B001297,
HSRU02,Alcee L. Hastings,minority,1,Ranking Member,00511,H000324,
HSRU02,Jared Polis,minority,2,,01910,P000598,
HSRU04,Doug Collins,majority,1,Chair,02121,C001093,
HSRU04,Bradley Byrne,majority,2,,02197,B001289,
HSRU04,Dan Newhouse,majority,3,,02275,N000189,
HSRU04,Liz Cheney,majority,4,,,C001109,
HSRU04,Pete Sessions,majority,5,,01525,S000250,
HSRU04,Louise McIntosh Slaughter,minority,1,Ranking Member,01069,S000480,
HSRU04,James P. McGovern,minority,2,,01504,M000312,
HSSM,Steve Chabot,majority,1,Chair,00186,C000266,
HSSM,Steve King,majority,2,,01724,K000362,
HSSM,Blaine Luetkemeyer,majority,3,,01931,L000569,
HSSM,Dave Brat,majority,4,,02203,B001290,
HSSM,Aumua Amata Coleman Radewagen,majority,5,,02222,R000600,
HSSM,Stephen Knight,majority,6,,02228,K000387,
HSSM,Trent Kelly,majority,7,,02294,K000388,
HSSM,Rod Blum,majority,8,,02241,B001294,
HSSM,James Comer,majority,9,,,C001108,
HSSM,Jenniffer González-Colón,majority,10,,,G000582,
HSSM,Don Bacon,majority,11,,,B001298,
HSSM,Brian K. Fitzpatrick,majority,12,,,F000466,
HSSM,Roger W. Marshall,majority,13,,,M001198,
HSSM,Ralph Norman,majority,14,,,N000190,
HSSM,Nydia M. Velázquez,minority,1,Ranking Member,01184,V000081,
HSSM,Dwight Evans,minority,2,,,E000296,
HSSM,Stephanie N. Murphy,minority,3,,,M001202,
HSSM,"Al Lawson, Jr.",minority,4,,,L000586,
HSSM,Yvette D. Clarke,minority,5,,01864,C001067,
HSSM,Judy Chu,minority,6,,01970,C001080,
HSSM,Alma S. Adams,minority,7,,02201,A000370,
HSSM,Adriano Espaillat,minority,8,,,E000297,
HSSM,Bradley Scott Schneider,minority,9,,02124,S001190,
HSSM23,Stephen Knight,majority,1,Chair,02228,K000387,
HSSM23,Steve King,majority,2,,01724,K000362,
HSSM23,James Comer,majority,3,,,C001108,
HSSM23,Ralph Norman,majority,4,,,N000190,
HSSM23,Stephanie N. Murphy,minority,1,Ranking Member,,M001202,
HSSM23,Yvette D. Clarke,minority,2,,01864,C001067,
HSSM23,Dwight Evans,minority,3,,,E000296,
HSSM23,"Al Lawson, Jr.",minority,4,,,L000586,
HSSM24,Trent Kelly,majority,1,Chair,02294,K000388,
HSSM24,Rod Blum,majority,2,,02241,B001294,
HSSM24,Don Bacon,majority,3,,,B001298,
HSSM24,Roger W. Marshall,majority,4,,,M001198,
HSSM24,Ralph Norman,majority,5,,,N000190,
HSSM24,Alma S. Adams,minority,1,Ranking Member,02201,A000370,
HSSM25,Rod Blum,majority,1,Chair,02241,B001294,
HSSM25,Steve King,majority,2,,01724,K000362,
HSSM25,Blaine Luetkemeyer,majority,3,,01931,L000569,
HSSM25,Aumua Amata Coleman Radewagen,majority,4,,02222,R000600,
HSSM25,James Comer,majority,5,,,C001108,
HSSM25,Don Bacon,majority,6,,,B001298,
HSSM25,Bradley Scott Schneider,minority,1,Ranking Member,02124,S001190,
HSSM25,"Al Lawson, Jr.",minority,2,,,L000586,
HSSM26,Aumua Amata Coleman Radewagen,majority,1,Chair,02222,R000600,
HSSM26,Blaine Luetkemeyer,majority,2,,01931,L000569,
HSSM26,Dave Brat,majority,3,,02203,B001290,
HSSM26,Jenniffer González-Colón,majority,4,,,G000582,
HSSM26,Brian K. Fitzpatrick,majority,5,,,F000466,
HSSM26,Roger W. Marshall,majority,6,,,M001198,
HSSM26,"Al Lawson, Jr.",minority,1,Ranking Member,,L000586,
HSSM26,Adriano Espaillat,minority,2,,,E000297,
HSSM27,Dave Brat,majority,1,Chair,02203,B001290,
HSSM27,Stephen Knight,majority,2,,02228,K000387,
HSSM27,Trent Kelly,majority,3,,02294,K000388,
HSSM27,Jenniffer González-Colón,majority,4,,,G000582,
HSSM27,Brian K. Fitzpatrick,majority,5,,,F000466,
HSSM27,Dwight Evans,minority,1,Ranking Member,,E000296,
HSSM27,Judy Chu,minority,2,,01970,C001080,
HSSM27,Stephanie N. Murphy,minority,3,,,M001202,
HSSM27,Yvette D. Clarke,minority,4,,01864,C001067,
HSSO,Susan W. Brooks,majority,1,Chair,02129,B001284,
HSSO,Patrick Meehan,majority,2,,02052,M001181,
HSSO,Trey Gowdy,majority,3,,02058,G000566,
HSSO,Kenny Marchant,majority,4,,01806,M001158,
HSSO,Leonard Lance,majority,5,,01936,L000567,
HSSO,Theodore E. Deutch,minority,1,Ranking Member,01976,D000610,
HSSO,Yvette D. Clarke,minority,2,,01864,C001067,
HSSO,Jared Polis,minority,3,,01910,P000598,
HSSO,Anthony G. Brown,minority,4,,,B001304,
HSSO,Steve Cohen,minority,5,,01878,C001068,
HSSY,Lamar Smith,majority,1,Chair,01075,S000583,
HSSY,Dana Rohrabacher,majority,2,,00979,R000409,
HSSY,Frank D. Lucas,majority,3,,00711,L000491,
HSSY,Mo Brooks,majority,4,,01987,B001274,
HSSY,Randy Hultgren,majority,5,,02015,H001059,
HSSY,Bill Posey,majority,6,,01915,P000599,
HSSY,Thomas Massie,majority,7,,02094,M001184,
HSSY,Jim Bridenstine,majority,8,,02155,B001283,
HSSY,"Randy K. Weber, Sr.",majority,9,,02161,W000814,
HSSY,Stephen Knight,majority,10,,02228,K000387,
HSSY,Brian Babin,majority,11,,02270,B001291,
HSSY,Barbara Comstock,majority,12,,02273,C001105,
HSSY,Barry Loudermilk,majority,13,,02238,L000583,
HSSY,Ralph Lee Abraham,majority,14,,02244,A000374,
HSSY,Darin LaHood,majority,15,,02295,L000585,
HSSY,Daniel Webster,majority,16,,02002,W000806,
HSSY,Jim Banks,majority,17,,,B001299,
HSSY,Andy Biggs,majority,18,,,B001302,
HSSY,Roger W. Marshall,majority,19,,,M001198,
HSSY,Neal P. Dunn,majority,20,,,D000628,
HSSY,Clay Higgins,majority,21,,,H001077,
HSSY,Ralph Norman,majority,22,,,N000190,
HSSY,Eddie Bernice Johnson,minority,1,Ranking Member,00599,J000126,
HSSY,Zoe Lofgren,minority,2,,00701,L000397,
HSSY,Daniel Lipinski,minority,3,,01781,L000563,
HSSY,Suzanne Bonamici,minority,4,,02092,B001278,
HSSY,Ami Bera,minority,5,,02102,B001287,
HSSY,Elizabeth H. Esty,minority,6,,02114,E000293,
HSSY,Marc A. Veasey,minority,7,,02166,V000131,
HSSY,"Donald S. Beyer, Jr.",minority,8,,02272,B001292,
HSSY,Jacky Rosen,minority,9,,,R000608,
HSSY,Jerry McNerney,minority,10,,01832,M001166,
HSSY,Ed Perlmutter,minority,11,,01835,P000593,
HSSY,Paul Tonko,minority,12,,01942,T000469,
HSSY,Bill Foster,minority,13,,01888,F000454,
HSSY,Mark Takano,minority,14,,02110,T000472,
HSSY,Colleen Hanabusa,minority,15,,02010,H001050,
HSSY,Charlie Crist,minority,16,,,C001111,
HSSY15,Barbara Comstock,majority,1,Chair,02273,C001105,
HSSY15,Frank D. Lucas,majority,2,,00711,L000491,
HSSY15,Randy Hultgren,majority,3,,02015,H001059,
HSSY15,Stephen Knight,majority,4,,02228,K000387,
HSSY15,Darin LaHood,majority,5,,02295,L000585,
HSSY15,Ralph Lee Abraham,majority,6,Vice Chair,02244,A000374,
HSSY15,Daniel Webster,majority,7,,02002,W000806,
HSSY15,Jim Banks,majority,8,,,B001299,
HSSY15,Roger W. Marshall,majority,9,,,M001198,
HSSY15,Lamar Smith,majority,10,Ex Officio,01075,S000583,
HSSY15,Daniel Lipinski,minority,1,Ranking Member,01781,L000563,
HSSY15,Elizabeth H. Esty,minority,2,,02114,E000293,
HSSY15,Jacky Rosen,minority,3,,,R000608,
HSSY15,Suzanne Bonamici,minority,4,,02092,B001278,
HSSY15,Ami Bera,minority,5,,02102,B001287,
HSSY15,"Donald S. Beyer, Jr.",minority,6,,02272,B001292,
HSSY15,Eddie Bernice Johnson,minority,7,Ex Officio,00599,J000126,
HSSY16,Brian Babin,majority,1,Chair,02270,B001291,
HSSY16,Dana Rohrabacher,majority,2,,00979,R000409,
HSSY16,Frank D. Lucas,majority,3,,00711,L000491,
HSSY16,Mo Brooks,majority,4,Vice Chair,01987,B001274,
HSSY16,Bill Posey,majority,5,,01915,P000599,
HSSY16,Jim Bridenstine,majority,6,,02155,B001283,
HSSY16,Stephen Knight,majority,7,,02228,K000387,
HSSY16,Barbara Comstock,majority,8,,02273,C001105,
HSSY16,Ralph Lee Abraham,majority,9,,02244,A000374,
HSSY16,Daniel Webster,majority,10,,02002,W000806,
HSSY16,Jim Banks,majority,11,,,B001299,
HSSY16,Andy Biggs,majority,12,,,B001302,
HSSY16,Neal P. Dunn,majority,13,,,D000628,
HSSY16,Clay Higgins,majority,14,,,H001077,
HSSY16,Lamar Smith,majority,15,Ex Officio,01075,S000583,
HSSY16,Ami Bera,minority,1,Ranking Member,02102,B001287,
HSSY16,Zoe Lofgren,minority,2,,00701,L000397,
HSSY16,"Donald S. Beyer, Jr.",minority,3,,02272,B001292,
HSSY16,Marc A. Veasey,minority,4,,02166,V000131,
HSSY16,Daniel Lipinski,minority,5,,01781,L000563,
HSSY16,Ed Perlmutter,minority,6,,01835,P000593,
HSSY16,Charlie Crist,minority,7,,,C001111,
HSSY16,Bill Foster,minority,8,,01888,F000454,
HSSY16,Eddie Bernice Johnson,minority,11,Ex Officio,00599,J000126,
HSSY18,Andy Biggs,majority,1,Chair,,B001302,
HSSY18,Dana Rohrabacher,majority,2,,00979,R000409,
HSSY18,Bill Posey,majority,3,,01915,P000599,
HSSY18,Mo Brooks,majority,4,,01987,B001274,
HSSY18,"Randy K. Weber, Sr.",majority,5,,02161,W000814,
HSSY18,Brian Babin,majority,6,,02270,B001291,
HSSY18,Barry Loudermilk,majority,7,,02238,L000583,
HSSY18,Jim Banks,majority,8,Vice Chair,,B001299,
HSSY18,Clay Higgins,majority,9,,,H001077,
HSSY18,Ralph Norman,majority,10,,,N000190,
HSSY18,Lamar Smith,majority,11,Ex Officio,01075,S000583,
HSSY18,Suzanne Bonamici,minority,1,Ranking Member,02092,B001278,
HSSY18,Colleen Hanabusa,minority,2,,02010,H001050,
HSSY18,Charlie Crist,minority,3,,,C001111,
HSSY18,Eddie Bernice Johnson,minority,8,Ex Officio,00599,J000126,
HSSY20,"Randy K. Weber, Sr.",majority,1,Chair,02161,W000814,
HSSY20,Dana Rohrabacher,majority,2,,00979,R000409,
HSSY20,Frank D. Lucas,majority,3,,00711,L000491,
HSSY20,Mo Brooks,majority,4,,01987,B001274,
HSSY20,Randy Hultgren,majority,5,,02015,H001059,
HSSY20,Thomas Massie,majority,6,,02094,M001184,
HSSY20,Jim Bridenstine,majority,7,,02155,B001283,
HSSY20,Stephen Knight,majority,8,Vice Chair,02228,K000387,
HSSY20,Darin LaHood,majority,9,,02295,L000585,
HSSY20,Daniel Webster,majority,10,,02002,W000806,
HSSY20,Neal P. Dunn,majority,11,,,D000628,
HSSY20,Lamar Smith,majority,12,Ex Officio,01075,S000583,
HSSY20,Marc A. Veasey,minority,1,Ranking Member,02166,V000131,
HSSY20,Zoe Lofgren,minority,2,,00701,L000397,
HSSY20,Daniel Lipinski,minority,3,,01781,L000563,
HSSY20,Jacky Rosen,minority,4,,,R000608,
HSSY20,Jerry McNerney,minority,5,,01832,M001166,
HSSY20,Paul Tonko,minority,6,,01942,T000469,
HSSY20,Bill Foster,minority,7,,01888,F000454,
HSSY20,Mark Takano,minority,8,,02110,T000472,
HSSY20,Eddie Bernice Johnson,minority,9,Ex Officio,00599,J000126,
HSSY21,Darin LaHood,majority,1,Chair,02295,L000585,
HSSY21,Bill Posey,majority,2,,01915,P000599,
HSSY21,Thomas Massie,majority,3,,02094,M001184,
HSSY21,Barry Loudermilk,majority,4,,02238,L000583,
HSSY21,Roger W. Marshall,majority,5,Vice Chair,,M001198,
HSSY21,Clay Higgins,majority,6,,,H001077,
HSSY21,Ralph Norman,majority,7,,,N000190,
HSSY21,Lamar Smith,majority,8,Ex Officio,01075,S000583,
HSSY21,"Donald S. Beyer, Jr.",minority,1,Ranking Member,02272,B001292,
HSSY21,Jerry McNerney,minority,2,,01832,M001166,
HSSY21,Ed Perlmutter,minority,3,,01835,P000593,
HSSY21,Eddie Bernice Johnson,minority,6,Ex Officio,00599,J000126,
HSVR,David P. Roe,majority,1,Chair,01954,R000582,
HSVR,Gus M. Bilirakis,majority,2,,01838,B001257,
HSVR,Mike Coffman,majority,3,,01912,C001077,
HSVR,Brad R. Wenstrup,majority,4,,02152,W000815,
HSVR,Aumua Amata Coleman Radewagen,majority,5,,02222,R000600,
HSVR,Mike Bost,majority,6,,02243,B001295,
HSVR,Bruce Poliquin,majority,7,,02247,P000611,
HSVR,Neal P. Dunn,majority,8,,,D000628,
HSVR,Jodey C. Arrington,majority,9,,,A000375,
HSVR,John H. Rutherford,majority,10,,,R000609,
HSVR,Clay Higgins,majority,11,,,H001077,
HSVR,Jack Bergman,majority,12,,,B001301,
HSVR,Jim Banks,majority,13,,,B001299,
HSVR,Jenniffer González-Colón,majority,14,,,G000582,
HSVR,Timothy J. Walz,minority,1,Ranking Member,01856,W000799,
HSVR,Mark Takano,minority,2,,02110,T000472,
HSVR,Julia Brownley,minority,3,,02106,B001285,
HSVR,Ann M. Kuster,minority,4,,02145,K000382,
HSVR,Beto O’Rourke,minority,5,,02162,O000170,
HSVR,Kathleen M. Rice,minority,6,,02262,R000602,
HSVR,J. Luis Correa,minority,7,,,C001110,
HSVR,Gregorio Kilili Camacho Sablan,minority,8,,01962,S001177,
HSVR,Elizabeth H. Esty,minority,9,,02114,E000293,
HSVR,Scott H. Peters,minority,10,,02113,P000608,
HSVR03,Brad R. Wenstrup,majority,1,Chair,02152,W000815,
HSVR03,Gus M. Bilirakis,majority,2,,01838,B001257,
HSVR03,Aumua Amata Coleman Radewagen,majority,3,,02222,R000600,
HSVR03,Neal P. Dunn,majority,4,,,D000628,
HSVR03,John H. Rutherford,majority,5,,,R000609,
HSVR03,Clay Higgins,majority,6,,,H001077,
HSVR03,Jenniffer González-Colón,majority,7,,,G000582,
HSVR03,Julia Brownley,minority,1,Ranking Member,02106,B001285,
HSVR03,Mark Takano,minority,2,,02110,T000472,
HSVR03,Ann M. Kuster,minority,3,,02145,K000382,
HSVR03,Beto O’Rourke,minority,4,,02162,O000170,
HSVR03,J. Luis Correa,minority,5,,,C001110,
HSVR08,Jack Bergman,majority,1,Chair,,B001301,
HSVR08,Mike Bost,majority,2,,02243,B001295,
HSVR08,Bruce Poliquin,majority,3,,02247,P000611,
HSVR08,Neal P. Dunn,majority,4,,,D000628,
HSVR08,Jodey C. Arrington,majority,5,,,A000375,
HSVR08,Jenniffer González-Colón,majority,6,,,G000582,
HSVR08,Ann M. Kuster,minority,1,Ranking Member,02145,K000382,
HSVR08,Kathleen M. Rice,minority,2,,02262,R000602,
HSVR08,Scott H. Peters,minority,3,,02113,P000608,
HSVR08,Gregorio Kilili Camacho Sablan,minority,4,,01962,S001177,
HSVR09,Mike Bost,majority,1,Chair,02243,B001295,
HSVR09,Mike Coffman,majority,2,,01912,C001077,
HSVR09,Aumua Amata Coleman Radewagen,majority,3,,02222,R000600,
HSVR09,Jack Bergman,majority,4,,,B001301,
HSVR09,Jim Banks,majority,5,,,B001299,
HSVR09,Elizabeth H. Esty,minority,1,Ranking Member,02114,E000293,
HSVR09,Julia Brownley,minority,2,,02106,B001285,
HSVR09,Gregorio Kilili Camacho Sablan,minority,3,,01962,S001177,
HSVR10,Jodey C. Arrington,majority,1,Chair,,A000375,
HSVR10,Gus M. Bilirakis,majority,2,,01838,B001257,
HSVR10,Brad R. Wenstrup,majority,3,,02152,W000815,
HSVR10,John H. Rutherford,majority,4,,,R000609,
HSVR10,Jim Banks,majority,5,,,B001299,
HSVR10,Beto O’Rourke,minority,1,Ranking Member,02162,O000170,
HSVR10,Mark Takano,minority,2,,02110,T000472,
HSVR10,J. Luis Correa,minority,3,,,C001110,
HSVR10,Kathleen M. Rice,minority,4,,02262,R000602,
HSWM,Kevin Brady,majority,1,Chair,01468,B000755,
HSWM,Sam Johnson,majority,2,,00603,J000174,
HSWM,Devin Nunes,majority,3,,01710,N000181,
HSWM,Patrick J. Tiberi,majority,4,,01664,T000462,
HSWM,David G. Reichert,majority,5,,01810,R000578,
HSWM,Peter J. Roskam,majority,6,,01848,R000580,
HSWM,Vern Buchanan,majority,7,,01840,B001260,
HSWM,Adrian Smith,majority,8,,01860,S001172,
HSWM,Lynn Jenkins,majority,9,,01921,J000290,
HSWM,Erik Paulsen,majority,10,,01930,P000594,
HSWM,Kenny Marchant,majority,11,,01806,M001158,
HSWM,Diane Black,majority,12,,02063,B001273,
HSWM,Tom Reed,majority,13,,01982,R000585,
HSWM,Mike Kelly,majority,14,,02051,K000376,
HSWM,James B. Renacci,majority,15,,02048,R000586,
HSWM,Patrick Meehan,majority,16,,02052,M001181,
HSWM,Kristi L. Noem,majority,17,,02060,N000184,
HSWM,George Holding,majority,18,,02143,H001065,
HSWM,Jason Smith,majority,19,,02191,S001195,
HSWM,Tom Rice,majority,20,,02160,R000597,
HSWM,David Schweikert,majority,21,,01994,S001183,
HSWM,Jackie Walorski,majority,22,,02128,W000813,
HSWM,Carlos Curbelo,majority,23,,02235,C001107,
HSWM,Mike Bishop,majority,24,,02249,B001293,
HSWM,Richard E. Neal,minority,1,Ranking Member,00854,N000015,
HSWM,Sander M. Levin,minority,2,,00683,L000263,
HSWM,John Lewis,minority,3,,00688,L000287,
HSWM,Lloyd Doggett,minority,4,,00303,D000399,
HSWM,Mike Thompson,minority,5,,01593,T000460,
HSWM,John B. Larson,minority,6,,01583,L000557,
HSWM,Earl Blumenauer,minority,7,,00099,B000574,
HSWM,Ron Kind,minority,8,,01498,K000188,
HSWM,"Bill Pascrell, Jr.",minority,9,,01510,P000096,
HSWM,Joseph Crowley,minority,10,,01604,C001038,
HSWM,Danny K. Davis,minority,11,,01477,D000096,
HSWM,Linda T. Sánchez,minority,12,,01757,S001156,
HSWM,Brian Higgins,minority,13,,01794,H001038,
HSWM,Terri A. Sewell,minority,14,,01988,S001185,
HSWM,Suzan K. DelBene,minority,15,,02096,D000617,
HSWM,Judy Chu,minority,16,,01970,C001080,
HSWM01,Sam Johnson,majority,1,Chair,00603,J000174,
HSWM01,Tom Rice,majority,2,,02160,R000597,
HSWM01,David Schweikert,majority,3,,01994,S001183,
HSWM01,Vern Buchanan,majority,4,,01840,B001260,
HSWM01,Mike Kelly,majority,5,,02051,K000376,
HSWM01,James B. Renacci,majority,6,,02048,R000586,
HSWM01,Jason Smith,majority,7,,02191,S001195,
HSWM01,John B. Larson,minority,1,Ranking Member,01583,L000557,
HSWM01,"Bill Pascrell, Jr.",minority,2,,01510,P000096,
HSWM01,Joseph Crowley,minority,3,,01604,C001038,
HSWM01,Linda T. Sánchez,minority,4,,01757,S001156,
HSWM02,Patrick J. Tiberi,majority,1,Chair,01664,T000462,
HSWM02,Sam Johnson,majority,2,,00603,J000174,
HSWM02,Devin Nunes,majority,3,,01710,N000181,
HSWM02,Peter J. Roskam,majority,4,,01848,R000580,
HSWM02,Vern Buchanan,majority,5,,01840,B001260,
HSWM02,Adrian Smith,majority,6,,01860,S001172,
HSWM02,Lynn Jenkins,majority,7,,01921,J000290,
HSWM02,Kenny Marchant,majority,8,,01806,M001158,
HSWM02,Diane Black,majority,9,,02063,B001273,
HSWM02,Erik Paulsen,majority,10,,01930,P000594,
HSWM02,Tom Reed,majority,11,,01982,R000585,
HSWM02,Sander M. Levin,minority,1,Ranking Member,00683,L000263,
HSWM02,Mike Thompson,minority,2,,01593,T000460,
HSWM02,Ron Kind,minority,3,,01498,K000188,
HSWM02,Earl Blumenauer,minority,4,,00099,B000574,
HSWM02,Brian Higgins,minority,5,,01794,H001038,
HSWM02,Terri A. Sewell,minority,6,,01988,S001185,
HSWM02,Judy Chu,minority,7,,01970,C001080,
HSWM03,Adrian Smith,majority,1,Chair,01860,S001172,
HSWM03,Jason Smith,majority,2,,02191,S001195,
HSWM03,Jackie Walorski,majority,3,,02128,W000813,
HSWM03,Carlos Curbelo,majority,4,,02235,C001107,
HSWM03,Mike Bishop,majority,5,,02249,B001293,
HSWM03,David G. Reichert,majority,6,,01810,R000578,
HSWM03,Tom Reed,majority,7,,01982,R000585,
HSWM03,Danny K. Davis,minority,1,Ranking Member,01477,D000096,
HSWM03,Lloyd Doggett,minority,2,,00303,D000399,
HSWM03,Terri A. Sewell,minority,3,,01988,S001185,
HSWM03,Judy Chu,minority,4,,01970,C001080,
HSWM04,David G. Reichert,majority,1,Chair,01810,R000578,
HSWM04,Devin Nunes,majority,2,,01710,N000181,
HSWM04,Lynn Jenkins,majority,3,,01921,J000290,
HSWM04,Erik Paulsen,majority,4,,01930,P000594,
HSWM04,Mike Kelly,majority,5,,02051,K000376,
HSWM04,Patrick Meehan,majority,6,,02052,M001181,
HSWM04,Tom Reed,majority,7,,01982,R000585,
HSWM04,Kristi L. Noem,majority,8,,02060,N000184,
HSWM04,George Holding,majority,9,,02143,H001065,
HSWM04,Tom Rice,majority,10,,02160,R000597,
HSWM04,"Bill Pascrell, Jr.",minority,1,Ranking Member,01510,P000096,
HSWM04,Ron Kind,minority,2,,01498,K000188,
HSWM04,Lloyd Doggett,minority,3,,00303,D000399,
HSWM04,Sander M. Levin,minority,4,,00683,L000263,
HSWM04,Danny K. Davis,minority,5,,01477,D000096,
HSWM04,Brian Higgins,minority,6,,01794,H001038,
HSWM05,Peter J. Roskam,majority,1,Chair,01848,R000580,
HSWM05,David G. Reichert,majority,2,,01810,R000578,
HSWM05,Patrick J. Tiberi,majority,3,,01664,T000462,
HSWM05,Mike Kelly,majority,4,,02051,K000376,
HSWM05,James B. Renacci,majority,5,,02048,R000586,
HSWM05,Kristi L. Noem,majority,6,,02060,N000184,
HSWM05,George Holding,majority,7,,02143,H001065,
HSWM05,Kenny Marchant,majority,8,,01806,M001158,
HSWM05,Patrick Meehan,majority,9,,02052,M001181,
HSWM05,Lloyd Doggett,minority,1,Ranking Member,00303,D000399,
HSWM05,John B. Larson,minority,2,,01583,L000557,
HSWM05,Linda T. Sánchez,minority,3,,01757,S001156,
HSWM05,Mike Thompson,minority,4,,01593,T000460,
HSWM05,Suzan K. DelBene,minority,5,,02096,D000617,
HSWM05,Earl Blumenauer,minority,6,,00099,B000574,
